# StockTicker, ListedExchCode, CompanyName, Sector, Industry, Total_Mark, Total_Price_Valuation_Mark, Total_Stock_Holder_Mark, Total_Analyst_Mark, EpsRegressGrowth_Reuters, EpsRegressGrowth_Reuters_rm, EpsRegressGrowth_Nasdaq, EpsRegressGrowth_Nasdaq_rm, M1QEps, M1QEps_rm, M2QEps, M2QEps_rm, M3QEps, M3QEps_rm, M4QEps, M4QEps_rm, M1QvsM2Q, M1QvsM2Q_rm, M2QvsM3Q, M2QvsM3Q_rm, M3QvsM4Q, M3QvsM4Q_rm, Pe, PEG_Reuters, PEG_Reuters_rm, PEG_Nasdaq, PEG_Nasdaq_rm, PEvsIndustry, PEvsIndustry_rm, PEvsSector, PEvsSector_rm, ReturnOnEquity, ReturnOnEquity_rm, PercentageHeldByInstitutions_Nasdaq, PercentageHeldByInstitutions_Nasdaq_rm, NetSharesTradedByInstitutions, NetSharesTradedByInstitutions_rm, NetNumOfSharesTradedByInsidersIn3M, NetNumOfSharesTradedByInsidersIn3M_rm, ClosePrice, Beta, Fair_Price_PE, Fair_Price_PE_vs_Close_Price_rm, Fair_Price_PEG_Reuters, Fair_Price_PEG_Reuters_vs_Close_Price_rm, Fair_Price_PEG_Nasdaq, Fair_Price_PEG_Nasdaq_vs_Close_Price_rm, PeterLynchAnalysis_rm, BenjaminGarhamAnalysis_rm, MomentumStrategyAnalysis_rm, JamesOShaughnessyAnalysis_rm, MotleyFoolAnalysis_rm, DavidDremanAnalysis_rm, MartinZweigAnalysis_rm, KennethFisherAnalysis_rm, VolumeChange, VolumeChange_rm
'PBIB', 'IXIC', 'Porter Bancorp Inc ', 'Financials', 'Banks', '217.92357400000003', '59.397019', '0', '3.333333', '56.0083333333', '17.291894', '0', '0', '0.308', '0', '8.626', '18.248004', '0.287', '0', '0.273', '0', '-96.42939948991422', '0', '2905.574912891986', '19.640206', '5.12820512820511', '0', '1.45', '0.025889004612424275', '20.970858', NULL, '0', '-0.9168577981651376', '20.006733', '-0.9259070005109862', '18.040478', '98.23', '21.139326', '0.2295870759289176', '0', '711283', '0', '148140', '16.591419', '13.76', '1.04', '295.69234096551725', '26.442796', '1427.6926893879731', '32.954223', NULL, '0', '0', '0', '0', '0', '0', '3.333333', '0', '0', '0.7021', '3.264304'
'BRKR', 'IXIC', 'Bruker Corp ', 'Healthcare', 'Advanced Medical Equipment & Technology', '1.016617', '0', '0', '0', '0.796428571429', '0', '10.99', '0', '0.172', '0', '0.421', '0', '0.233', '0', '0.146', '0', '-59.14489311163895', '0', '80.68669527896995', '0', '59.58904109589043', '1.016617', '31.92', '40.078923766794574', '0', '2.904458598726115', '0', '-0.10588235294117654', '0', '-0.020858895705521463', '0', '20.3', '0', '0.6405291638612504', '0', '74011', '0', '-1055', '0', '30.74', '1.17', '33.75850043233082', '0', '2.317778816629872', '0', '31.983268944078937', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.0193', '0'
'ALB', 'NYSE', 'Albemarle Corp ', 'Basic Materials', 'Commodity Chemicals', '0', '0', '0', '0', '11.4833333333', '0', '12.69', '0', '1.12', '0', '1.82', '0', '1.06', '0', '0.922', '0', '-38.46153846153846', '0', '71.69811320754718', '0', '14.967462039045554', '0', '19.27', '1.6780841799758435', '0', '1.5185185185185186', '0', '-0.27062831188493575', '0', '-0.2790871679760569', '0', '14.75', '0', '0.8745675812319998', '0', '678565', '0', '-298', '0', '94.82', '1.64', '241.7788953191489', '0', '239.34721102645122', '0', '264.497774275862', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.1752', '0'
'AOS', 'NYSE', 'A. O. Smith Corp ', 'Industrials', 'Electrical Components & Equipment', '0', '0', '0', '0', '1.39642857143', '0', '12.45', '0', '0.534', '0', '0.601', '0', '0.537', '0', '0.528', '0', '-11.148086522462552', '0', '11.918063314711347', '0', '1.7045454545454586', '0', '29.29', '20.974936061359617', '0', '2.352610441767068', '0', '0.05095084320057408', '0', '0.2880386983289358', '0', '23.4', '0', '0.9010569973186653', '0', '-161767', '0', '-32750', '0', '64.47', '1.51', '99.57986895527483', '0', '11.987601219689743', '0', '106.87666969768722', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.474', '0'
'HRS', 'NYSE', 'Harris Corp ', 'Technology', 'Communications & Networking', '0', '0', '0', '0', '3.8', '0', '19.44', '0', '1.397', '0', '1.365', '0', '1.378', '0', '1.342', '0', '2.344322344322336', '0', '-0.943396226415083', '0', '2.682563338301036', '0', '27.89', '7.339473684210526', '0', '1.434670781893004', '0', '1.0210144927536233', '0', '1.3837606837606842', '0', '21.98', '0', '0.8750554540171315', '0', '864770', '0', '-76548', '0', '152.9', '1.23', '202.03210423090712', '0', '66.18293069633165', '0', '338.57794019386506', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.3644', '0'
'NBN', 'IXIC', 'Northeast Bancorp ', 'Financials', 'Banks', '0', '0', '0', '0', '3.53333333333', '0', '0', '0', '0.438', '0', '0.396', '0', '0.505', '0', '0.451', '0', '10.606060606060597', '0', '-21.584158415841582', '0', '11.97339246119733', '0', '12.54', '3.549056603776933', '0', NULL, '0', '-0.28096330275229364', '0', '-0.35922330097087385', '0', '12.87', '0', '0', '0', '0', '0', '0', '0', '22.4', '0.42', '22.47791770334928', '0', '6.8467220590597', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.3926', '0'
'PGC', 'IXIC', 'Peapack-Gladstone Financial Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '3.18571428571', '0', '0', '0', '0.572', '0', '0.646', '0', '0.563', '0', '0.447', '0', '-11.455108359133137', '0', '14.742451154529324', '0', '25.950782997762857', '0', '15.26', '4.790134529154426', '0', NULL, '0', '-0.1250000000000001', '0', '-0.22023505365355134', '0', '10.72', '0', '0.7456155531215772', '0', '116493', '0', '-99218', '0', '34.47', '1', '67.67730471821756', '0', '18.586254867170215', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.3169', '0'
'SAL', 'IXIC', 'Salisbury Bancorp Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.21904761904800002', '0', NULL, '0', '0.718', '0', '0.547', '0', '0.604', '0', '0.673', '0', '31.26142595978061', '0', '-9.43708609271522', '0', '-10.252600297176828', '0', '16.6', '75.78260869552038', '0', NULL, '0', '-0.04816513761467889', '0', '-0.15176290240163515', '0', '7.29', '0', NULL, '0', NULL, '0', NULL, '0', '43.6', '0.58', '45.64179325301204', '0', '0.8618729432028758', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.3152', '0'
'SSB', 'IXIC', 'South State Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '0.904761904762', '0', '5.42', '0', '1.147', '0', '0.912', '0', '1.193', '0', '1.084', '0', '25.767543859649123', '0', '-23.554065381391453', '0', '10.055350553505527', '0', '20.78', '22.967368421050214', '0', '3.833948339483395', '0', '0.1915137614678899', '0', '0.06182933060807372', '0', '7.08', '0', '0.747963871143129', '0', '-361111', '0', '18015', '0', '89.85', '1.01', '130.8429166746872', '0', '10.20531780303497', '0', '61.13522486006936', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5345', '0'
'TSS', 'NYSE', 'Total System Services Inc ', 'Technology', 'IT Services & Consulting', '0', '0', '0', '0', '4.9488095238100005', '0', '12.02', '0', '0.774', '0', '0.574', '0', '0.662', '0', '0.621', '0', '34.843205574912915', '0', '-13.293051359516628', '0', '6.602254428341392', '0', '32.77', '6.621794563386421', '0', '2.726289517470882', '0', '0.39209855564995766', '0', '1.8008547008547011', '0', '21.37', '0', '0.7698896690622146', '0', '-445752', '0', '-643561', '0', '86.12', '1.15', '90.54859682636557', '0', '38.62997916740948', '0', '93.82708050456156', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.0951', '0'
'AMNB', 'IXIC', 'American National Bankshares Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '2.5226190476199997', '0', '11.32', '0', '0.669', '0', '0.561', '0', '0.553', '0', '0.494', '0', '19.25133689839571', '0', '1.4466546112115841', '0', '11.943319838056699', '0', '17.28', '6.850023596033282', '0', '1.5265017667844523', '0', '-0.00917431192660556', '0', '-0.11701584057230452', '0', '9.54', '0', '0.34190124309392267', '0', '8061', '0', '60', '0', '39.6', '0.68', '46.68922500000001', '0', '10.153373129622057', '0', '45.56224370689656', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.6447', '0'
'BANF', 'IXIC', 'BancFirst Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '4.126190476190001', '0', '4.84', '0', '0.889', '0', '0.728', '0', '0.666', '0', '0.713', '0', '22.115384615384627', '0', '9.30930930930931', '0', '-6.591865357643744', '0', '19.87', '4.815579919215789', '0', '4.105371900826446', '0', '0.139334862385321', '0', '0.015329586101175297', '0', '12.54', '0', '0.33976397866331975', '0', '-60108', '0', '-204391', '0', '59.25', '0.71', '63.43152327629591', '0', '22.562978209730737', '0', '26.466256263557952', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5984', '0'
'BOKF', 'IXIC', 'BOK Financial Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '8.03571428571', '0', '4.44', '0', '1.611', '0', '1.287', '0', '1.308', '0', '1.346', '0', '25.174825174825187', '0', '-1.6055045871559703', '0', '-2.823179791976227', '0', '18.77', '2.335822222223468', '0', '4.227477477477477', '0', '0.07626146788990806', '0', '-0.04087889626980079', '0', '10.53', '0', '0.3408274294431731', '0', '102877', '0', '-65379', '0', '103.17', '0.92', '151.50720620138517', '0', '104.95419148797257', '0', '57.99068927018538', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0992', '0'
'BRKL', 'IXIC', 'Brookline Bancorp Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.608333333333', '0', '9.26', '0', '0.238', '0', '0.205', '0', '0.2', '0', '0.199', '0', '16.09756097560975', '0', '2.499999999999991', '0', '0.5025125628140614', '0', '21.24', '34.91506849316981', '0', '2.2937365010799136', '0', '0.2178899082568806', '0', '0.08533469596320886', '0', '8.24', '0', '0.7941078527080323', '0', '-347291', '0', '-35188', '0', '18', '0.93', '23.61333050847458', '0', '1.2383427637339794', '0', '18.849951767971945', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.2186', '0'
'BUSE', 'IXIC', 'First Busey Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '1.32857142857', '0', '8.17', '0', '0.446', '0', '0.414', '0', '0.41', '0', '0.425', '0', '7.7294685990338285', '0', '0.9756097560975618', '0', '-3.529411764705881', '0', '18.96', '14.270967741950829', '0', '2.320685434516524', '0', '0.08715596330275233', '0', '-0.031170158405723014', '0', '10.04', '0', '0.4942019838987924', '0', '365755', '0', '7392', '0', '32.05', '1.06', '53.68486566455695', '0', '6.148636092116291', '0', '37.81080624822675', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.1771', '0'
'CATY', 'IXIC', 'Cathay General Bancorp ', 'Financials', 'Banks', '0', '0', '0', '0', '3.09523809524', '0', '5.91', '0', '0.781', '0', '0.604', '0', '0.611', '0', '0.638', '0', '29.304635761589417', '0', '-1.1456628477905073', '0', '-4.2319749216300995', '0', '16.27', '5.2564615384583036', '0', '2.7529610829103213', '0', '-0.06708715596330284', '0', '-0.16862544711292804', '0', '11.08', '0', '0.6932761816382084', '0', '260554', '0', '-50645', '0', '42.83', '1.4', '110.41926748617084', '0', '29.463269238938924', '0', '56.25671300373015', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.2166', '0'
'CCBG', 'IXIC', 'Capital City Bank Group Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '1.6321428571399998', '0', '0', '0', '0.338', '0', '0.239', '0', '0.267', '0', '0.209', '0', '41.42259414225944', '0', '-10.486891385767795', '0', '27.751196172248815', '0', '22.16', '13.577242888426396', '0', NULL, '0', '0.2706422018348622', '0', '0.13234542667347982', '0', '6.34', '0', '0', '0', '0', '0', '0', '0', '23.28', '0.74', '23.291703032490975', '0', '3.277188511647088', '0', NULL, '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.2747', '0'
'CCNE', 'IXIC', 'CNB Financial Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '1.8761904761900001', '0', '19.72', '0', '0.465', '0', '0.424', '0', '0.474', '0', '0.437', '0', '9.669811320754729', '0', '-10.548523206751048', '0', '8.466819221967947', '0', '17.17', '9.151522842641917', '0', '0.8706896551724139', '0', '-0.015481651376146766', '0', '-0.12263668880940204', '0', '11.42', '0', '0.4422732923318503', '0', '202396', '0', '-2370', '0', '30.73', '0.77', '41.289468730343614', '0', '6.67818172403582', '0', '70.19209684158416', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.7333', '0'
'CHFC', 'IXIC', 'Chemical Financial Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '5.54404761905', '0', '11.09', '0', '0.975', '0', '0.784', '0', '0.564', '0', '0.725', '0', '24.362244897959172', '0', '39.00709219858158', '0', '-22.206896551724142', '0', '19.06', '3.43792140863069', '0', '1.7186654643823263', '0', '0.0928899082568806', '0', '-0.026060296371998026', '0', '8.24', '0', '0.8347210776545166', '0', '442195', '0', '-4719', '0', '57.61', '1.22', '110.48189486883525', '0', '52.80317984445677', '0', '105.62450121511924', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4383', '0'
'COLB', 'IXIC', 'Columbia Banking System Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '1.11904761905', '0', '11.77', '0', '0.547', '0', '0.413', '0', '0.698', '0', '0.465', '0', '32.445520581113826', '0', '-40.83094555873925', '0', '50.10752688172042', '0', '20.38', '18.21191489357827', '0', '1.7315208156329651', '0', '0.16857798165137594', '0', '0.0413898824731731', '0', '8.33', '0', '0.8902532904197767', '0', '-169855', '0', '21414', '0', '42.98', '1.08', '68.24051434739941', '0', '6.58313664682799', '0', '69.24059085076648', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.6264', '0'
'CTBI', 'IXIC', 'Community Trust Bancorp Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '2.25119047619', '0', '1.05', '0', '0.894', '0', '0.683', '0', '0.78', '0', '0.654', '0', '30.89311859443631', '0', '-12.435897435897436', '0', '19.266055045871553', '0', '17.1', '7.595980962455335', '0', '16.285714285714285', '0', '-0.019495412844036664', '0', '-0.12621359223300965', '0', '10.18', '0', '0.592375642256225', '0', '-241185', '0', '33', '0', '51.05', '0.71', '63.505931315789454', '0', '12.324478255144959', '0', '5.748381713929219', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.7399', '0'
'DCOM', 'IXIC', 'Dime Community Bancshares Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '3.2142857142900003', '0', '1.41', '0', '0.393', '0', '0.494', '0', '0.355', '0', '0.318', '0', '-20.445344129554655', '0', '39.154929577464806', '0', '11.63522012578615', '0', '12.99', '4.041333333327945', '0', '9.212765957446809', '0', '-0.25516055045871566', '0', '-0.3362289218191109', '0', '9.89', '0', '0.7488310664564573', '0', '354085', '0', '5160', '0', '20.15', '0.69', '32.06795715935334', '0', '8.885825567566656', '0', '3.897915482300708', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5775', '0'
'EBIX', 'IXIC', 'Ebix Inc ', 'Technology', 'Software', '0', '0', '0', '0', '1.15952380952', '0', '13.33', '0', '0.828', '0', '0.761', '0', '0.765', '0', '0.741', '0', '8.804204993429687', '0', '-0.5228758169934622', '0', '3.238866396761142', '0', '23.9', '20.61190965099174', '0', '1.7929482370592646', '0', '-0.3277074542897328', '0', '1.0532646048109964', '0', '21.31', '0', '0.6671237765348926', '0', '-117659', '0', '0', '0', '75.75', '1.67', '158.58332228033476', '0', '15.851822239382038', '0', '182.23411086179846', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.2874', '0'
'EXLS', 'IXIC', 'Exlservice Holdings Inc ', 'Industrials', 'Business Support Services', '0', '0', '0', '0', '2.90238095238', '0', '9', '0', '0.656', '0', '0.582', '0', '0.601', '0', '0.582', '0', '12.714776632302428', '0', '-3.161397670549093', '0', '3.264604810996574', '0', '23.32', '8.034782608698288', '0', '2.591111111111111', '0', '-0.2532821005443484', '0', '0.022358614642700614', '0', '14.51', '0', '0.9594499651122224', '0', '560349', '0', '-37116', '0', '56.15', '1.13', '81.51845924099483', '0', '20.396346842105935', '0', '63.247080445599444', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4131', '0'
'FBIZ', 'IXIC', 'First Business Financial Services Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.42142857142900003', '0', '13.61', '0', '0.416', '0', '0.534', '0', '0.296', '0', '0.216', '0', '-22.097378277153567', '0', '80.40540540540542', '0', '37.037037037037024', '0', '17.78', '42.18983050843167', '0', '1.3063923585598827', '0', '0.019495412844036775', '0', '-0.09146653040367902', '0', '7.52', '0', '0.633009242355089', '0', '132784', '0', '-3169', '0', '26', '0.87', '38.1168627671541', '0', '1.3847875020100857', '0', '44.721595022497176', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.2894', '0'
'FBNC', 'IXIC', 'First Bancorp ', 'Financials', 'Banks', '0', '0', '0', '0', '4.62976190476', '0', '5.91', '0', '0.698', '0', '0.435', '0', '0.53', '0', '0.452', '0', '60.45977011494252', '0', '-17.9245283018868', '0', '17.256637168141587', '0', '19.55', '4.2226793520202515', '0', '3.307952622673435', '0', '0.1209862385321101', '0', '-0.0010219724067449532', '0', '9.68', '0', '0.6280872689245716', '0', '-80323', '0', '-2708', '0', '41.23', '1.13', '71.40051119693092', '0', '28.49718678620178', '0', '36.37732941153981', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.236', '0'
'FDEF', 'IXIC', 'First Defiance Financial Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '4.55', '0', '2.8', '0', '1.148', '0', '0.943', '0', '0.919', '0', '0.818', '0', '21.739130434782616', '0', '2.6115342763873617', '0', '12.347188264058694', '0', '16.23', '3.5670329670329672', '0', '5.796428571428572', '0', '-0.06938073394495414', '0', '-0.17066939192641795', '0', '10.64', '0', '0.651340993910823', '0', '-148771', '0', '-8595', '0', '61.92', '0.88', '100.58921168207023', '0', '39.45525113391548', '0', '24.28015454394799', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.7919', '0'
'FIBK', 'IXIC', 'First Interstate BancSystem Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.294047619048', '0', '9.18', '0', '0.648', '0', '0.557', '0', '0.482', '0', '0.455', '0', '16.337522441651696', '0', '15.560165975103747', '0', '5.934065934065935', '0', '20.57', '69.95465587035473', '0', '2.240740740740741', '0', '0.1794724770642202', '0', '0.05109862033725099', '0', '9.69', '0', '0.8085056132932313', '0', '448068', '0', '-32845', '0', '44.05', '1.13', '72.50139603791928', '0', '1.8378330071212294', '0', '57.376104795525784', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.2168', '0'
'FLIC', 'IXIC', 'First of Long Island Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '0.9035714285709999', '0', '8.82', '0', '0.44', '0', '0.34', '0', '0.379', '0', '0.374', '0', '29.411764705882337', '0', '-10.290237467018459', '0', '1.3368983957219305', '0', '16.28', '18.017391304356373', '0', '1.8458049886621315', '0', '-0.0665137614678899', '0', '-0.1681144609095554', '0', '11.19', '0', '0.5696719987008242', '0', '111643', '0', '-4440', '0', '24.95', '0.67', '30.764315509828002', '0', '2.396358320191747', '0', '23.39148817212785', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.5471', '0'
'GSBC', 'IXIC', 'Great Southern Bancorp Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '2.16547619048', '0', '1.05', '0', '0.955', '0', '1.012', '0', '0.82', '0', '1.139', '0', '-5.632411067193677', '0', '23.414634146341463', '0', '-28.007023705004396', '0', '14.69', '6.783727322692848', '0', '13.990476190476189', '0', '-0.15768348623853223', '0', '-0.24936126724578445', '0', '12.09', '0', '0.4321986627782915', '0', '49144', '0', '-9218', '0', '57.3', '1.02', '119.2035810755616', '0', '22.252803158541465', '0', '10.789979321494803', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.6167', '0'
'HAFC', 'IXIC', 'Hanmi Financial Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '0.57380952381', '0', '19.86', '0', '0.457', '0', '0.474', '0', '0.46', '0', '0.445', '0', '-3.586497890295348', '0', '3.0434782608695476', '0', '3.370786516853941', '0', '16.5', '28.755186721967835', '0', '0.8308157099697886', '0', '-0.05389908256880738', '0', '-0.15687276443536025', '0', '10.74', '0', '0.9042316331883119', '0', '316354', '0', '8000', '0', '30.35', '0.73', '40.230359727272734', '0', '1.9900485825699452', '0', '68.87715036065829', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.1874', '0'
'HOPE', 'IXIC', 'Hope Bancorp Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '1.42619047619', '0', '6.18', '0', '0.377', '0', '0.32', '0', '0.329', '0', '0.3', '0', '17.812500000000007', '0', '-2.7355623100303927', '0', '9.666666666666668', '0', '13.92', '9.760267111856347', '0', '2.2524271844660193', '0', '-0.2018348623853211', '0', '-0.28870720490546753', '0', '9.41', '0', '0.849067831259502', '0', '225124', '0', '0', '0', '18.42', '1.32', '52.33360189655173', '0', '6.4342831559983615', '0', '27.88117756212842', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.1911', '0'
'INDB', 'IXIC', 'Independent Bank Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '3.2404761904800004', '0', '7.47', '0', '1', '0', '0.871', '0', '0.867', '0', '0.752', '0', '14.810562571756591', '0', '0.46136101499423265', '0', '15.292553191489366', '0', '22.05', '6.804555473908238', '0', '2.951807228915663', '0', '0.264334862385321', '0', '0.12672457843638218', '0', '10.46', '0', '0.8006492038100778', '0', '32085', '0', '7815', '0', '76.9', '0.9', '94.0408530612245', '0', '26.270443558390188', '0', '60.559066583391974', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.2172', '0'
'LBAI', 'IXIC', 'Lakeland Bancorp Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.8273809523810001', '0', '6.2', '0', '0.32', '0', '0.286', '0', '0.285', '0', '0.278', '0', '11.888111888111897', '0', '0.35087719298245723', '0', '2.5179856115107757', '0', '17.27', '20.873093525178653', '0', '2.7854838709677416', '0', '-0.009747706422018498', '0', '-0.11752682677567705', '0', '9.7', '0', '0.5449998310917805', '0', '-89476', '0', '18734', '0', '20.05', '0.82', '28.52280260567458', '0', '2.0344158262464056', '0', '15.244946220274347', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5278', '0'
'LKFN', 'IXIC', 'Lakeland Financial Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '2.60119047619', '0', '7.41', '0', '0.714', '0', '0.613', '0', '0.617', '0', '0.6', '0', '16.476345840130513', '0', '-0.648298217179899', '0', '2.833333333333332', '0', '19.44', '7.473501144166128', '0', '2.6234817813765186', '0', '0.1146788990825689', '0', '-0.006642820643842584', '0', '14.34', '0', '0.7404591784084144', '0', '166012', '0', '-19413', '0', '49.26', '0.85', '64.53174027777776', '0', '14.470633467458809', '0', '41.22243064295976', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.694', '0'
'LTXB', 'IXIC', 'LegacyTexas Financial Group Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.89880952381', '0', '15', '0', '0.54', '0', '0.594', '0', '0.607', '0', '0.592', '0', '-9.090909090909083', '0', '-2.1416803953871466', '0', '2.533783783783794', '0', '18.62', '20.7162913907175', '0', '1.2413333333333334', '0', '0.06766055045871555', '0', '-0.04854368932038833', '0', '11.73', '0', '0.8667749170124481', '0', '103634', '0', '13184', '0', '43.02', '1.29', '89.29697442534909', '0', '6.919049229389808', '0', '115.47022555002037', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.8264', '0'
'MBWM', 'IXIC', 'Mercantile Bank Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '2.15595238095', '0', '5.96', '0', '0.655', '0', '0.563', '0', '0.505', '0', '0.445', '0', '16.34103019538189', '0', '11.485148514851474', '0', '13.483146067415719', '0', '16.74', '7.764549972399518', '0', '2.808724832214765', '0', '-0.0401376146788992', '0', '-0.14460909555442014', '0', '10.02', '0', '0.5390883458646617', '0', '-39180', '0', '-6930', '0', '36.03', '0.72', '46.42988516129033', '0', '8.629363919027497', '0', '23.85535478976641', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4453', '0'
'MNST', 'IXIC', 'Monster Beverage Corp ', 'Consumer Non-Cyclicals', 'Non-Alcoholic Beverages', '0', '0', '0', '0', '1.5726190476200002', '0', '14.29', '0', '0.376', '0', '0.423', '0', '0.378', '0', '0.385', '0', '-11.111111111111105', '0', '11.904761904761907', '0', '-1.8181818181818188', '0', '31.77', '20.20196820589238', '0', '2.223233030090973', '0', '0.042322834645669216', '0', '-0.2120535714285714', '0', '24.32', '0', '0.6590435134929065', '0', '-2903727', '0', '-74990', '0', '49.66', '1.2', '56.198801133144464', '0', '7.618905613395813', '0', '69.23110932695124', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.0883', '0'
'MRLN', 'IXIC', 'Marlin Business Services Corp ', 'Financials', 'Banks', '0', '0', '0', '0', '1.53214285714', '0', '17.07', '0', '0.495', '0', '0.434', '0', '0.263', '0', '0.363', '0', '14.055299539170507', '0', '65.0190114068441', '0', '-27.548209366391173', '0', '19.52', '12.740326340350098', '0', '1.143526654950205', '0', '0.11926605504587151', '0', '-0.0025549310168625494', '0', '10.99', '0', '0.8392964573268921', '0', '329661', '0', '8954', '0', '30.25', '0.9', '41.78730660860656', '0', '5.519320977542729', '0', '61.49218308697533', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.4463', '0'
'NRIM', 'IXIC', 'Northrim BanCorp Inc ', 'Financials', 'Banks', '0', '0', '0', '0', '0.432142857143', '0', '3.24', '0', '0.583', '0', '0.415', '0', '0.794', '0', '0.513', '0', '40.48192771084338', '0', '-47.73299748110832', '0', '54.77582846003899', '0', '16.88', '39.06115702478047', '0', '5.209876543209876', '0', '-0.03211009174311941', '0', '-0.13745528870720491', '0', '8.36', '0', '0.7081463592587188', '0', '-25234', '0', '-335', '0', '39.65', '0.74', '52.07853678909952', '0', '1.9401179037817506', '0', '14.546074068679525', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.5444', '0'
'NVEE', 'IXIC', 'NV5 Global Inc ', 'Industrials', 'Construction & Engineering', '0', '0', '0', '0', '6.08095238095', '0', '17.95', '0', '0.393', '0', '1.058', '0', '0.548', '0', '0.403', '0', '-62.85444234404537', '0', '93.06569343065694', '0', '35.98014888337468', '0', '24.94', '4.101331245107322', '0', '1.38941504178273', '0', '0.04614093959731558', '0', '0.09338009644892598', '0', '15.39', '0', '0.5654981798325446', '0', '13148', '0', '-549', '0', '60.05', '1.35', '97.38826653969527', '0', '51.05288028372011', '0', '150.69994692995945', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-0.3805', '0'
'OMAB', 'IXIC', 'Grupo Aeroportuario del Centro Norte SAB de CV ', 'Industrials', 'Airport Services', '0', '0', '0', '0', '5.8273809523799995', '0', '5.54', '0', '1.546', '0', '1.573', '0', '1.471', '0', '1.288', '0', '-1.7164653528289886', '0', '6.934058463630177', '0', '14.208074534161486', '0', '16.84', '2.8898059244131384', '0', '3.03971119133574', '0', '-0.5604280866614462', '0', '-0.2617273125822007', '0', '31.6', '0', '0.21586984023627356', '0', '159316', '0', '0', '0', '39.91', '0.62', '44.02381093824228', '0', '22.11582045799063', '0', '21.02516487912605', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.1671', '0'
